university,landing_page,domain,query_used,title,policy_url,method,domain_restricted
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,University of Massachusetts Lowell academic integrity,,https://www.uml.edu/dean-students/student-conduct/student-conduct-code.aspx,gemini,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,University of Massachusetts Lowell academic integrity,,https://www.uml.edu/celt/exploring-ai/ai-guidance-ori.aspx,gemini,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,University of Massachusetts Lowell academic integrity,,https://www.uml.edu/celt/,gemini,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,University of Massachusetts Lowell academic integrity,,https://www.uml.edu/library/ask/faq/ai-assisted-searching-lesson-plans.aspx,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI policy,,https://www.highline.edu/information-technology-services/ai-microsoft-365-copilot-and-google-gemini/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI policy,,https://www.highline.edu/student-services/academic-integrity/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI policy,,https://www.highline.edu/learning-teaching-center/generative-ai/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI policy,,https://www.highline.edu/learning-teaching-center/academic-integrity/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI academic integrity,,https://www.highline.edu/it/ai-microsoft-365-copilot-and-google-gemini/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI academic integrity,,https://www.highline.edu/instructional-policies-and-procedures/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI academic integrity,,https://www.highline.edu/student-services/student-conduct/student-conduct-code/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI academic integrity,,https://www.highline.edu/student-services/student-conduct/academic-integrity/instructor-resources/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College AI academic integrity,,https://www.highline.edu/student-services/student-conduct/academic-integrity/academic-integrity-process-overview/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College academic integrity,,https://www.highline.edu/student-services/community-standards-student-conduct/academic-integrity/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College academic integrity,,https://www.highline.edu/student-services/community-standards-student-conduct/academic-integrity/academic-integrity-process-overview/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College academic integrity,,https://www.highline.edu/student-services/community-standards-student-conduct/student-conduct-code/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College academic integrity,,https://www.highline.edu/academics/divisions/nursing/nursing-student-handbook/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College academic integrity,,https://www.highline.edu/learning-teaching-center/,gemini,True
Highline College,https://www.highline.edu/,highline.edu,Highline College academic integrity,,https://www.highline.edu/learning-teaching-center/campus-resources/,gemini,True
University of Pikeville,https://www.upike.edu/,upike.edu,University of Pikeville academic integrity,,https://www.upike.edu/academics/registrars-office/catalog/,gemini,True
University of Pikeville,https://www.upike.edu/,upike.edu,University of Pikeville academic integrity,,https://www.upike.edu/wp-content/uploads/2024/08/2024-2025-Student-Handbook-Code-of-Conduct.pdf,gemini,True
CIAT,https://www.ciat.edu/,ciat.edu,CIAT AI guidance,,https://www.ciat.edu/academic-integrity-policy/,gemini,True
CIAT,https://www.ciat.edu/,ciat.edu,CIAT AI guidance,,https://www.ciat.edu/ai-training-research-writing-workshop/,gemini,True
CIAT,https://www.ciat.edu/,ciat.edu,CIAT academic integrity,,https://www.ciat.edu/code-of-conduct/,gemini,True
CIAT,https://www.ciat.edu/,ciat.edu,CIAT academic integrity,,https://www.ciat.edu/wp-content/uploads/2025/01/CIAT-Catalog-CA-2025-2026-v.1.14.26.pdf,gemini,True
CIAT,https://www.ciat.edu/,ciat.edu,CIAT academic integrity,,https://www.ciat.edu/satisfactory-academic-progress/,gemini,True
CIAT,https://www.ciat.edu/,ciat.edu,CIAT academic integrity,,https://www.ciat.edu/course-catalog/,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University generative AI policy,,https://www.auburn.edu/academic/provost/biggio/generative-ai/syllabus-language.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University generative AI policy,,https://www.auburn.edu/academic/provost/biggio/generative-ai/ai-enhanced-learning-guide.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/academic/provost/academic-integrity/students/ai-guidance.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/academic/provost/resources/optional-guidelines-ai.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/administration/oacp/dicp/aiguidance.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://biggio.auburn.edu/programs/artificial-intelligence/syllabus-language-for-generative-artificial-intelligence/,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/academic/provost/academic-integrity/faculty/ai-guidance.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/academic/provost/academic-integrity/violations.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/academic/provost/academic-integrity/,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University AI academic integrity,,https://www.auburn.edu/administration/oacp/dicp/guidance-for-responsible-use-of-artificial-intelligence.php,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University academic integrity,,https://www.auburn.edu/administration/student_affairs/student_handbook/academic_honesty.html,gemini,True
Auburn University,https://www.auburn.edu/,auburn.edu,Auburn University academic integrity,,https://www.auburn.edu/academic/provost/biggio/programs/ai.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI policy,,https://www.txst.edu/university-policies/upps/07/07-10-01.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI policy,,https://www.fss.txst.edu/dos/handbook/academic-honor-code.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.txst.edu/honorcode/academic-integrity.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.its.txst.edu/security/guidelines/ai-tools.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.extendedlearning.txst.edu/txst-online/academic-integrity.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.txst.edu/students/rights-privileges-expectations.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.international.txst.edu/isss/current-students/academic-integrity.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.handbook.txst.edu/03-04-01-academic-honor-code.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.handbook.txst.edu/,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.doit.txst.edu/ai/best-practices.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.its.txst.edu/service/chatgpt.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.gradcollege.txst.edu/msec/current-students/student-handbook.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.txst.edu/honorcode/academic-integrity-ai-guidelines.html,gemini,True
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.txst.edu/honorcode/student-ai-guidelines.html,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://bokcenter.harvard.edu/teaching-ai,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://bokcenter.harvard.edu/examples-ideas-using-ai-your-teaching,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://oue.harvard.edu/generative-ai-guidance,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://provost.harvard.edu/guidelines-using-chatgpt-and-other-generative-ai-tools-harvard,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://huit.harvard.edu/generative-ai-guidelines,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://bokcenter.harvard.edu/guidance-faculty-addressing-ai-related-academic-integrity-issues,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://www.gse.harvard.edu/registrar/hgse-ai-policy,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://extension.harvard.edu/resources-policies/student-conduct/academic-integrity/,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://bokcenter.harvard.edu/teaching-age-ai,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://www.hks.harvard.edu/more/teaching-learning/generative-ai,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://metalab.harvard.edu/ai-code-of-conduct/,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://handbook.college.harvard.edu/,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://oaisc.harvard.edu/,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://gsas.harvard.edu/handbook-students,gemini,True
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://handbook.college.harvard.edu/2025-2026/academic-integrity-academic-dishonesty-and-harvard-college-honor-code,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://steinhardt.nyu.edu/faculty/academic-integrity-and-syllabus-support-age-generative-ai,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/frequently-asked-questions.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://www.nyu.edu/employees/resources-and-services/media-and-communications/generative-ai-guidelines-for-nyu-communicators.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/genai-academic-integrity.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://steinhardt.nyu.edu/faculty/getting-started-generative-ai,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://www.stern.nyu.edu/experience-stern/faculty-research/learning-science-lab/teaching-technologies/teaching-and-learning-generative-ai,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://nyuad.nyu.edu/en/academics/faculty/hilary-ballon-center-for-teaching-and-learning/generative-ai-in-education.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University generative AI policy,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/student-learning-with-generative-ai.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University AI guidance,,https://www.nyu.edu/faculty/ai-guidance-governance.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University AI guidance,,https://engineering.nyu.edu/faculty/walker-mask/crafting-ai-tutoring-policy-help-guide-ai-literacy-education,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/academic-integrity-for-students-at-nyu.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://cas.nyu.edu/academic-integrity.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://gsas.nyu.edu/academic-life/academic-integrity.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning-resources/academic-policies-and-procedures.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-and-learning-committees/student-learning-with-generative-ai.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-and-learning-committees/genai-academic-integrity.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://steinhardt.nyu.edu/faculty/teaching-and-learning/academic-integrity-and-syllabus-support-age-generative-ai,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/academics/nyu-bulletins/sps/academic-integrity-policy.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://liberalstudies.nyu.edu/academic-integrity-guide.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://cs.nyu.edu/home/undergrad/academic_integrity.html,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://tisch.nyu.edu/academics/academic-integrity,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://engineering.nyu.edu/life-tandon/student-code-conduct,gemini,True
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning-resources/academic-policies-and-procedures/undergraduate-academic-affairs-committee-advisory-on-academic-integrity-education-spring-2019.html,gemini,True
