university,landing_page,domain,query_used,title,policy_url,method,domain_restricted,_source
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI policy,,https://www.txst.edu/it/ai-hub.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI policy,,https://www.txst.edu/ctls/resources/ai-in-academia.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI policy,,https://www.txst.edu/handbook.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI policy,,https://www.txst.edu/marcom/guidelines/ai-guidelines.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.txst.edu/extended-learning/academic-integrity.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.txst.edu/honorcode/academic-integrity.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.handbook.txst.edu/where-to-find-info/academic-honor-code.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.txst.edu/university-policies/upps/07/07-10-01.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.txst.edu/honorcode/,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.its.txst.edu/it-service-catalog/software/chatgpt.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.txst.edu/honorcode/faculty/ai-guidelines.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.txst.edu/honorcode/students/ai-guidelines.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University AI academic integrity,,https://www.its.txst.edu/ai/best-practices.html,gemini,True,gemini
Texas State University,https://www.txst.edu/,txst.edu,Texas State University academic integrity,,https://www.txst.edu/academic-integrity/honor-code.html,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://huit.harvard.edu/generative-ai-guidelines,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://oue.harvard.edu/generative-ai-guidance,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://www.gse.harvard.edu/registrar/hgse-ai-policy,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://metalab.harvard.edu/ai-code-of-conduct,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://bokcenter.harvard.edu/teaching-age-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://hms.harvard.edu/departments/primary-care-review/guidelines-using-chatgpt-and-other-generative-artificial-intelligence-ai-tools-submissions-harvard-medical-school,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://extension.harvard.edu/resources-policies/academic-integrity,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://harvard.edu/teach-with-generative-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University generative AI policy,,https://harvard.edu/generative-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://www.huit.harvard.edu/generative-ai-guidelines,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://it.hms.harvard.edu/generative-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://metalab.harvard.edu/ai-code-of-conduct/,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://academicintegrity.harvard.edu/academic-integrity-and-teaching-without-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI policy,,https://extension.harvard.edu/resources-policies/academic-integrity/,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://academic-integrity.harvard.edu/ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://honor.fas.harvard.edu/academic-integrity-and-teaching-without-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://www.harvard.edu/generative-ai/for-faculty/,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://canvas.harvard.edu/courses/111923/pages/fundamentals-of-teaching-with-generative-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI guidance,,https://www.seas.harvard.edu/communications/ai-marketing-guidelines,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI academic integrity,,https://handbook.fas.harvard.edu/book/plagiarism-and-collaboration,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI academic integrity,,https://academicintegrity.harvard.edu/,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI academic integrity,,https://bokcenter.harvard.edu/academic-integrity-and-teaching-without-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University AI academic integrity,,https://bokcenter.harvard.edu/teaching-and-ai,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://oaisc.harvard.edu/,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://hms.harvard.edu/departments/primary-care/primary-care-review/guidelines-using-chatgpt-and-other-generative-artificial-intelligence-ai-tools-submissions-primary-care-review,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://handbook.fas.harvard.edu/,gemini,True,gemini
Harvard University,https://www.harvard.edu/,harvard.edu,Harvard University academic integrity,,https://oaisc.harvard.edu/policies,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI policy,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-ai.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://steinhardt.nyu.edu/faculty/academic-integrity-and-syllabus-support-age-generative-ai,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/academic-policies-and-procedures.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://www.nyu.edu/academics/nyu-bulletins/academic-integrity-policy.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://liberalstudies.nyu.edu/academics/academic-integrity-policy-procedure.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning/teaching-with-generative-ai/frequently-asked-questions-about-teaching-and-ai.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning/teaching-with-generative-ai/genai-academic-integrity.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning/teaching-with-generative-ai.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University AI academic integrity,,https://engineering.nyu.edu/life-tandon/student-code-conduct,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/about/policies-and-guidelines/academic-policies-and-procedures/academic-integrity-for-students-at-nyu.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/academics/schools-and-colleges/school-of-professional-studies/student-resources/academic-integrity-policy.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://gsas.nyu.edu/academic-life/policies-and-procedures/academic-integrity.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://cs.nyu.edu/home/undergrad/academic_integrity.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://tisch.nyu.edu/student-affairs/academic-integrity,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-ai/genai-academic-integrity.html,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://steinhardt.nyu.edu/faculty/teaching-and-learning/academic-integrity-and-syllabus-support-age-generative-ai,gemini,True,gemini
New York University,https://www.nyu.edu/,nyu.edu,New York University academic integrity,,https://www.nyu.edu/about/policies-and-guidelines/academic-policies-and-procedures.html,gemini,True,gemini
